id,result,table,_time,temperature
374,_result,0,2024-01-03 14:20:00+00:00,7.0
375,_result,0,2024-01-03 14:30:00+00:00,6.96
376,_result,0,2024-01-03 14:40:00+00:00,6.96
377,_result,0,2024-01-03 14:50:00+00:00,6.93
378,_result,0,2024-01-03 15:00:00+00:00,6.94
379,_result,0,2024-01-03 15:10:00+00:00,6.92
380,_result,0,2024-01-03 15:20:00+00:00,6.92
381,_result,0,2024-01-03 15:30:00+00:00,6.95
382,_result,0,2024-01-03 15:40:00+00:00,6.97
383,_result,0,2024-01-03 15:50:00+00:00,6.93
384,_result,0,2024-01-03 16:00:00+00:00,6.94
385,_result,0,2024-01-03 16:10:00+00:00,6.93
386,_result,0,2024-01-03 16:20:00+00:00,6.93
387,_result,0,2024-01-03 16:30:00+00:00,6.93
388,_result,0,2024-01-03 16:40:00+00:00,6.93
389,_result,0,2024-01-03 16:50:00+00:00,6.91
390,_result,0,2024-01-03 17:00:00+00:00,6.9
391,_result,0,2024-01-03 17:10:00+00:00,6.9
392,_result,0,2024-01-03 17:20:00+00:00,6.9
393,_result,0,2024-01-03 17:30:00+00:00,6.9
394,_result,0,2024-01-03 17:40:00+00:00,6.89
395,_result,0,2024-01-03 17:50:00+00:00,6.87
396,_result,0,2024-01-03 18:00:00+00:00,6.88
397,_result,0,2024-01-03 18:10:00+00:00,6.87
398,_result,0,2024-01-03 18:20:00+00:00,6.85
399,_result,0,2024-01-03 18:30:00+00:00,6.85
400,_result,0,2024-01-03 18:40:00+00:00,6.84
401,_result,0,2024-01-03 18:50:00+00:00,6.84
402,_result,0,2024-01-03 19:00:00+00:00,6.82
403,_result,0,2024-01-03 19:10:00+00:00,6.79
404,_result,0,2024-01-03 19:20:00+00:00,6.77
405,_result,0,2024-01-03 19:30:00+00:00,6.77
406,_result,0,2024-01-03 19:40:00+00:00,6.76
407,_result,0,2024-01-03 19:50:00+00:00,6.75
408,_result,0,2024-01-03 20:00:00+00:00,6.75
409,_result,0,2024-01-03 20:10:00+00:00,6.74
410,_result,0,2024-01-03 20:20:00+00:00,6.73
411,_result,0,2024-01-03 20:30:00+00:00,6.72
412,_result,0,2024-01-03 20:40:00+00:00,6.72
413,_result,0,2024-01-03 20:50:00+00:00,6.72
414,_result,0,2024-01-03 21:00:00+00:00,6.7
415,_result,0,2024-01-03 21:10:00+00:00,6.68
416,_result,0,2024-01-03 21:20:00+00:00,6.71
417,_result,0,2024-01-03 21:30:00+00:00,6.69
418,_result,0,2024-01-03 21:40:00+00:00,6.67
419,_result,0,2024-01-03 21:50:00+00:00,6.66
420,_result,0,2024-01-03 22:00:00+00:00,6.65
421,_result,0,2024-01-03 22:10:00+00:00,6.64
422,_result,0,2024-01-03 22:20:00+00:00,6.66
423,_result,0,2024-01-03 22:30:00+00:00,6.65
424,_result,0,2024-01-03 22:40:00+00:00,6.61
425,_result,0,2024-01-03 22:50:00+00:00,6.6
426,_result,0,2024-01-03 23:00:00+00:00,6.58
427,_result,0,2024-01-03 23:10:00+00:00,6.58
428,_result,0,2024-01-03 23:20:00+00:00,6.57
429,_result,0,2024-01-03 23:30:00+00:00,6.57
430,_result,0,2024-01-03 23:40:00+00:00,6.55
431,_result,0,2024-01-03 23:50:00+00:00,6.57
432,_result,0,2024-01-04 00:00:00+00:00,6.62
433,_result,0,2024-01-04 00:10:00+00:00,6.64
434,_result,0,2024-01-04 00:20:00+00:00,6.63
435,_result,0,2024-01-04 00:30:00+00:00,6.62
436,_result,0,2024-01-04 00:40:00+00:00,6.63
437,_result,0,2024-01-04 00:50:00+00:00,6.65
438,_result,0,2024-01-04 01:00:00+00:00,6.62
439,_result,0,2024-01-04 01:10:00+00:00,6.62
440,_result,0,2024-01-04 01:20:00+00:00,6.64
441,_result,0,2024-01-04 01:30:00+00:00,6.68
442,_result,0,2024-01-04 01:40:00+00:00,6.69
443,_result,0,2024-01-04 01:50:00+00:00,6.69
444,_result,0,2024-01-04 02:00:00+00:00,6.7
445,_result,0,2024-01-04 02:10:00+00:00,6.71
446,_result,0,2024-01-04 02:20:00+00:00,6.72
447,_result,0,2024-01-04 02:30:00+00:00,6.73
448,_result,0,2024-01-04 02:40:00+00:00,6.7
449,_result,0,2024-01-04 02:50:00+00:00,6.73
